index,Error
0,13885346
1,13885384
2,13885414
3,13885457
4,13885487
5,13885519
6,13885558
7,13885600
8,13885635
9,13885665
10,13885709
11,13885741
12,13885780
13,13885815
14,13885845
15,13885887
16,13885918
17,13885965
18,13885997
19,13886030
20,13886062
21,13886102
22,13886138
23,13886168
24,13886221
25,13886247
26,13886290
27,13886313
28,13886362
29,13886384
30,13886422
31,13886464
32,13886498
33,13886523
34,13886565
35,13886610
36,13886652
37,13886682
38,13886712
39,13886753
40,13886781
41,13886824
42,13886852
43,13886893
44,13886929
45,13886970
46,13887000
47,13887044
48,13887073
49,13887114
50,13887149
51,13887173
52,13887218
53,13887254
54,13887286
55,13887326
56,13887355
57,13887400
58,13887436
59,13887471
60,13887518
61,13887543
62,13887578
63,13887610
64,13887651
65,13887682
66,13887728
67,13887754
68,13887794
69,13887839
70,13887871
71,13887903
72,13887944
73,13887973
74,13888013
75,13888046
76,13888078
77,13888120
78,13888158
79,13888188
80,13888221
81,13888259
82,13888287
83,13888330
84,13888365
85,13888416
86,13888439
87,13888471
88,13888518
89,13888549
90,13888586
91,13888622
92,13888659
93,13888692
94,13888734
95,13888768
96,13888799
97,13888837
98,13888870
99,13888911
100,13888949
101,13888985
102,13889021
103,13889053
104,13889097
105,13889124
106,13889162
107,13889196
108,13889234
109,13889268
110,13889316
111,13889344
112,13889370
113,13889411
114,13889443
115,13889490
116,13889528
117,13889555
118,13889597
119,13889628
120,13889668
121,13889710
122,13889736
123,13889768
124,13889813
125,13889848
126,13889885
127,13889923
128,13889950
129,13889981
130,13890031
131,13890059
132,13890092
133,13890129
134,13890175
135,13890206
136,13890243
137,13890282
138,13890310
139,13890345
140,13890382
141,13890417
142,13890456
143,13890490
144,13890530
145,13890563
146,13890601
147,13890641
148,13890681
149,13890717
150,13890746
151,13890783
152,13890815
153,13890859
154,13890897
155,13890923
156,13890965
157,13890996
158,13891033
159,13891070
160,13891103
161,13891146
162,13891171
163,13891210
164,13891249
165,13891281
166,13891323
167,13891351
168,13891394
169,13891423
170,13891465
171,13891504
172,13891549
173,13891579
174,13891618
175,13891646
176,13891692
177,13891716
178,13891752
179,13891784
