,date,Error
0,10789416,10789414
1,10789452,10789452
2,10789488,10789478
3,10789524,10789532
4,10789560,10789552
5,10789596,10789592
6,10789632,10789634
7,10789668,10789662
8,10789704,10789699
9,10789740,10789736
10,10789776,10789778
11,10789812,10789823
12,10789848,10789848
13,10789884,10789879
14,10789920,10789922
15,10789956,10789954
16,10789992,10789992
17,10790028,10790033
18,10790064,10790061
19,10790100,10790100
20,10790136,10790132
21,10790172,10790172
22,10790208,10790209
23,10790244,10790240
24,10790280,10790279
25,10790316,10790315
26,10790352,10790349
27,10790388,10790383
28,10790424,10790417
29,10790460,10790460
30,10790496,10790495
31,10790532,10790543
32,10790568,10790556
33,10790604,10790604
34,10790640,10790641
35,10790676,10790682
36,10790712,10790714
37,10790748,10790744
38,10790784,10790784
39,10790820,10790822
40,10790856,10790855
41,10790892,10790895
42,10790928,10790919
43,10790964,10790972
44,10791000,10791007
45,10791036,10791035
46,10791072,10791075
47,10791108,10791108
48,10791144,10791140
49,10791180,10791180
50,10791216,10791221
51,10791252,10791251
52,10791288,10791287
53,10791324,10791324
54,10791360,10791362
55,10791396,10791402
56,10791432,10791429
57,10791468,10791470
58,10791504,10791505
59,10791540,10791531
60,10791576,10791574
61,10791612,10791612
62,10791648,10791648
63,10791684,10791685
64,10791720,10791710
65,10791756,10791756
66,10791792,10791789
67,10791828,10791821
68,10791864,10791866
69,10791900,10791903
70,10791936,10791933
71,10791972,10791976
72,10792008,10792007
73,10792044,10792044
74,10792080,10792075
75,10792116,10792123
76,10792152,10792139
77,10792188,10792188
78,10792224,10792227
79,10792260,10792250
80,10792296,10792296
81,10792332,10792332
82,10792368,10792372
83,10792404,10792410
84,10792440,10792438
85,10792476,10792470
86,10792512,10792518
87,10792548,10792554
88,10792584,10792582
89,10792620,10792621
90,10792656,10792657
91,10792692,10792694
92,10792728,10792729
93,10792764,10792771
94,10792800,10792792
95,10792836,10792841
96,10792872,10792873
97,10792908,10792907
98,10792944,10792949
99,10792980,10792969
100,10793016,10793021
101,10793052,10793053
102,10793088,10793083
103,10793124,10793126
104,10793160,10793159
105,10793196,10793208
106,10793232,10793241
107,10793268,10793270
108,10793304,10793301
109,10793340,10793338
110,10793376,10793375
111,10793412,10793410
112,10793448,10793444
113,10793484,10793482
114,10793520,10793519
115,10793556,10793554
116,10793592,10793589
117,10793628,10793624
118,10793664,10793676
119,10793700,10793693
120,10793736,10793731
121,10793772,10793774
122,10793808,10793807
123,10793844,10793846
124,10793880,10793883
125,10793916,10793922
126,10793952,10793955
127,10793988,10793984
128,10794024,10794029
129,10794060,10794052
130,10794096,10794096
131,10794132,10794130
132,10794168,10794163
133,10794204,10794206
134,10794240,10794240
135,10794276,10794281
136,10794312,10794305
137,10794348,10794352
138,10794384,10794386
139,10794420,10794420
140,10794456,10794449
141,10794492,10794491
142,10794528,10794521
143,10794564,10794554
144,10794600,10794616
145,10794636,10794640
146,10794672,10794680
147,10794708,10794706
148,10794744,10794747
149,10794780,10794783
150,10794816,10794819
151,10794852,10794852
152,10794888,10794887
153,10794924,10794914
154,10794960,10794963
155,10794996,10794998
156,10795032,10795037
157,10795068,10795067
158,10795104,10795112
159,10795140,10795138
160,10795176,10795170
161,10795212,10795216
162,10795248,10795246
163,10795284,10795278
164,10795320,10795320
165,10795356,10795359
166,10795392,10795393
167,10795428,10795430
168,10795464,10795484
169,10795500,10795504
170,10795536,10795543
171,10795572,10795563
172,10795608,10795609
173,10795644,10795647
174,10795680,10795679
175,10795716,10795712
176,10795752,10795753
177,10795788,10795787
178,10795824,10795822
179,10795860,10795865
180,10795896,10795902
181,10795932,10795933
182,10795968,10795966
183,10796004,10796006
184,10796040,10796044
185,10796076,10796079
186,10796112,10796105
187,10796148,10796147
188,10796184,10796185
